Day,Time,Class Level,Time Range,Spots Left,Total Capacity,Enrolled,Student:Teacher Ratio
Thursday,9:30 AM,Clownfish (Beginner),9:30 AM – 10:00 AM,0,3,3,3:1
Thursday,9:30 AM,Private 30-min,9:30 AM – 10:00 AM,0,1,1,1:1
Thursday,10:00 AM,Private 30-min,10:00 AM – 10:30 AM,0,1,1,1:1
Thursday,10:00 AM,Private 30-min,10:00 AM – 10:30 AM,0,1,1,1:1
Thursday,10:30 AM,Clownfish (Beginner),10:30 AM – 11:00 AM,0,3,3,3:1
Thursday,10:30 AM,Starfish (Beginner),10:30 AM – 11:00 AM,4,6,2,6:1
Thursday,11:00 AM,Clownfish (Beginner),11:00 AM – 11:30 AM,3,3,0,3:1
Thursday,11:00 AM,Private 15-min,11:00 AM – 11:15 AM,0,1,1,1:1
Thursday,11:15 AM,Private 15-min,11:15 AM – 11:30 AM,0,1,1,1:1
Thursday,11:30 AM,Private 15-min,11:30 AM – 11:45 AM,0,1,1,1:1
Thursday,11:30 AM,Private 15-min,11:30 AM – 11:45 AM,0,1,1,1:1
Thursday,11:45 AM,Manatee (Intermediate),11:45 AM – 12:15 PM,4,6,2,6:1
Thursday,11:45 AM,Private 15-min,11:45 AM – 12:00 PM,1,1,0,1:1
Thursday,3:00 PM,Private 15-min,3:00 PM – 3:15 PM,1,1,0,1:1
Thursday,3:00 PM,Private 30-min,3:00 PM – 3:30 PM,0,1,1,1:1
Thursday,3:15 PM,Private 15-min,3:15 PM – 3:30 PM,1,1,0,1:1
Thursday,3:30 PM,Private 15-min,3:30 PM – 3:45 PM,0,1,1,1:1
Thursday,3:30 PM,Private 15-min,3:30 PM – 3:45 PM,0,1,1,1:1
Thursday,3:30 PM,Private 15-min,3:30 PM – 3:45 PM,1,1,0,1:1
Thursday,3:30 PM,Private 15-min,3:30 PM – 3:45 PM,0,1,1,1:1
Thursday,3:45 PM,Private 15-min,3:45 PM – 4:00 PM,0,1,1,1:1
Thursday,3:45 PM,Private 15-min,3:45 PM – 4:00 PM,1,1,0,1:1
Thursday,3:45 PM,Private 15-min,3:45 PM – 4:00 PM,0,1,1,1:1
Thursday,3:45 PM,Private 30-min,3:45 PM – 4:15 PM,0,1,1,1:1
Thursday,4:00 PM,Tiger (Intermediate),4:00 PM – 4:30 PM,3,4,1,4:1
Thursday,4:00 PM,Private 15-min,4:00 PM – 4:15 PM,1,1,0,1:1
Thursday,4:00 PM,Private 30-min,4:00 PM – 4:30 PM,0,1,1,1:1
Thursday,4:00 PM,Private 30-min,4:00 PM – 4:30 PM,0,1,1,1:1
Thursday,4:00 PM,Private 30-min,4:00 PM – 4:30 PM,0,1,1,1:1
Thursday,4:00 PM,Private 30-min,4:00 PM – 4:30 PM,0,1,1,1:1
Thursday,4:00 PM,Private 30-min,4:00 PM – 4:30 PM,0,1,1,1:1
Thursday,4:15 PM,Private 15-min,4:15 PM – 4:30 PM,1,1,0,1:1
Thursday,4:15 PM,Private 15-min,4:15 PM – 4:30 PM,0,1,1,1:1
Thursday,4:30 PM,Clownfish (Beginner),4:30 PM – 5:00 PM,0,3,3,3:1
Thursday,4:30 PM,Clownfish (Beginner),4:30 PM – 5:00 PM,3,3,0,3:1
Thursday,4:30 PM,Seahorse (Beginner),4:30 PM – 5:00 PM,0,3,3,3:1
Thursday,4:30 PM,Stingray (Advanced),4:30 PM – 5:00 PM,2,4,2,4:1
Thursday,4:30 PM,Private 15-min,4:30 PM – 4:45 PM,0,1,1,1:1
Thursday,4:30 PM,Private 15-min,4:30 PM – 4:45 PM,0,1,1,1:1
Thursday,4:30 PM,Private 15-min,4:30 PM – 4:45 PM,0,1,1,1:1
Thursday,4:30 PM,Private 30-min,4:30 PM – 5:00 PM,0,1,1,1:1
Thursday,4:30 PM,Private 30-min,4:30 PM – 5:00 PM,0,1,1,1:1
Thursday,4:30 PM,Private 30-min,4:30 PM – 5:00 PM,0,1,1,1:1
Thursday,4:30 PM,Private 30-min,4:30 PM – 5:00 PM,0,1,1,1:1
Thursday,4:45 PM,Clownfish (Beginner),4:45 PM – 5:15 PM,2,3,1,3:1
Thursday,4:45 PM,Private 30-min,4:45 PM – 5:15 PM,0,1,1,1:1
Thursday,5:00 PM,Clownfish (Beginner),5:00 PM – 5:30 PM,1,3,2,3:1
Thursday,5:00 PM,Manatee (Intermediate),5:00 PM – 5:30 PM,2,6,4,6:1
Thursday,5:00 PM,Manatee (Intermediate),5:00 PM – 5:30 PM,2,6,4,6:1
Thursday,5:00 PM,Private 15-min,5:00 PM – 5:15 PM,0,1,1,1:1
Thursday,5:00 PM,Private 15-min,5:00 PM – 5:15 PM,1,1,0,1:1
Thursday,5:00 PM,Private 30-min,5:00 PM – 5:30 PM,0,1,1,1:1
Thursday,5:00 PM,Private 30-min,5:00 PM – 5:30 PM,0,1,1,1:1
Thursday,5:00 PM,Private 30-min,5:00 PM – 5:30 PM,0,1,1,1:1
Thursday,5:00 PM,Private 30-min,5:00 PM – 5:30 PM,0,1,1,1:1
Thursday,5:00 PM,Private 30-min,5:00 PM – 5:30 PM,0,1,1,1:1
Thursday,5:15 PM,Private 15-min,5:15 PM – 5:30 PM,0,1,1,1:1
Thursday,5:15 PM,Private 15-min,5:15 PM – 5:30 PM,1,1,0,1:1
Thursday,5:15 PM,Private 15-min,5:15 PM – 5:30 PM,0,1,1,1:1
Thursday,5:15 PM,Private 30-min,5:15 PM – 5:45 PM,1,1,0,1:1
Thursday,5:30 PM,Advanced Strokes (Competitive),5:30 PM – 6:00 PM,2,4,2,4:1
Thursday,5:30 PM,Clownfish (Beginner),5:30 PM – 6:00 PM,0,3,3,3:1
Thursday,5:30 PM,Stingray (Advanced),5:30 PM – 6:00 PM,3,4,1,4:1
Thursday,5:30 PM,Swordfish (Advanced),5:30 PM – 6:00 PM,2,4,2,4:1
Thursday,5:30 PM,Tiger (Intermediate),5:30 PM – 6:00 PM,2,4,2,4:1
Thursday,5:30 PM,Private 15-min,5:30 PM – 5:45 PM,0,1,1,1:1
Thursday,5:30 PM,Private 15-min,5:30 PM – 5:45 PM,0,1,1,1:1
Thursday,5:30 PM,Private 15-min,5:30 PM – 5:45 PM,0,1,1,1:1
Thursday,5:30 PM,Private 15-min,5:30 PM – 5:45 PM,0,1,1,1:1
Thursday,5:30 PM,Private 30-min,5:30 PM – 6:00 PM,0,1,1,1:1
Thursday,5:45 PM,Private 15-min,5:45 PM – 6:00 PM,0,1,1,1:1
Thursday,5:45 PM,Private 15-min,5:45 PM – 6:00 PM,0,1,1,1:1
Thursday,5:45 PM,Private 15-min,5:45 PM – 6:00 PM,0,1,1,1:1
Thursday,5:45 PM,Private 15-min,5:45 PM – 6:00 PM,0,1,1,1:1
Thursday,5:45 PM,Private 15-min,5:45 PM – 6:00 PM,1,1,0,1:1
Thursday,6:00 PM,Clownfish (Beginner),6:00 PM – 6:30 PM,1,3,2,3:1
Thursday,6:00 PM,Clownfish (Beginner),6:00 PM – 6:30 PM,1,3,2,3:1
Thursday,6:00 PM,Marlin (Intermediate),6:00 PM – 6:30 PM,0,4,4,4:1
Thursday,6:00 PM,Seahorse (Beginner),6:00 PM – 6:30 PM,1,3,2,3:1
Thursday,6:00 PM,Private 15-min,6:00 PM – 6:15 PM,0,1,1,1:1
Thursday,6:00 PM,Private 15-min,6:00 PM – 6:15 PM,0,1,1,1:1
Thursday,6:00 PM,Private 30-min,6:00 PM – 6:30 PM,0,1,1,1:1
Thursday,6:00 PM,Private 30-min,6:00 PM – 6:30 PM,0,1,1,1:1
Thursday,6:00 PM,Private 30-min,6:00 PM – 6:30 PM,0,1,1,1:1
Thursday,6:00 PM,Private 30-min,6:00 PM – 6:30 PM,0,1,1,1:1
Thursday,6:00 PM,Private 30-min,6:00 PM – 6:30 PM,0,1,1,1:1
Thursday,6:00 PM,Private 30-min,6:00 PM – 6:30 PM,0,1,1,1:1
Thursday,6:15 PM,Private 15-min,6:15 PM – 6:30 PM,0,1,1,1:1
Thursday,6:15 PM,Private 15-min,6:15 PM – 6:30 PM,1,1,0,1:1
Thursday,6:30 PM,Private 15-min,6:30 PM – 6:45 PM,1,1,0,1:1
Thursday,6:30 PM,Private 15-min,6:30 PM – 6:45 PM,0,1,1,1:1
Thursday,6:30 PM,Private 15-min,6:30 PM – 6:45 PM,1,1,0,1:1
Thursday,6:30 PM,Private 15-min,6:30 PM – 6:45 PM,0,1,1,1:1
Thursday,6:30 PM,Private 15-min,6:30 PM – 6:45 PM,0,1,1,1:1
Thursday,6:30 PM,Private 30-min,6:30 PM – 7:00 PM,0,1,1,1:1
Thursday,6:30 PM,Private 30-min,6:30 PM – 7:00 PM,1,1,0,1:1
Thursday,6:30 PM,Private 30-min,6:30 PM – 7:00 PM,0,1,1,1:1
Thursday,6:30 PM,Private 30-min,6:30 PM – 7:00 PM,0,1,1,1:1
Thursday,6:30 PM,Private 30-min,6:30 PM – 7:00 PM,0,1,1,1:1
Thursday,6:30 PM,Private 30-min,6:30 PM – 7:00 PM,0,1,1,1:1
Thursday,6:30 PM,Private 30-min,6:30 PM – 7:00 PM,1,1,0,1:1
Thursday,6:45 PM,Private 15-min,6:45 PM – 7:00 PM,0,1,1,1:1
Thursday,6:45 PM,Private 15-min,6:45 PM – 7:00 PM,0,1,1,1:1
Thursday,6:45 PM,Private 15-min,6:45 PM – 7:00 PM,1,1,0,1:1
Thursday,6:45 PM,Private 15-min,6:45 PM – 7:00 PM,0,1,1,1:1
Thursday,6:45 PM,Private 15-min,6:45 PM – 7:00 PM,0,1,1,1:1
Thursday,7:00 PM,Sailfish (Advanced),7:00 PM – 7:30 PM,1,4,3,4:1
Thursday,7:00 PM,Stingray (Advanced),7:00 PM – 7:30 PM,2,4,2,4:1
Thursday,7:00 PM,Adult Private,7:00 PM – 7:30 PM,0,1,1,1:1
Thursday,7:00 PM,Adult Private,7:00 PM – 7:30 PM,0,1,1,1:1
Thursday,7:00 PM,Private 15-min,7:00 PM – 7:15 PM,0,1,1,1:1
Thursday,7:00 PM,Private 15-min,7:00 PM – 7:15 PM,0,1,1,1:1
Thursday,7:00 PM,Private 30-min,7:00 PM – 7:30 PM,1,1,0,1:1
Thursday,7:00 PM,Private 30-min,7:00 PM – 7:30 PM,0,1,1,1:1
Thursday,7:00 PM,Private 30-min,7:00 PM – 7:30 PM,1,1,0,1:1
Thursday,7:00 PM,Private 30-min,7:00 PM – 7:30 PM,0,1,1,1:1
Thursday,7:00 PM,Private 30-min,7:00 PM – 7:30 PM,0,1,1,1:1
Thursday,7:15 PM,Private 15-min,7:15 PM – 7:30 PM,0,1,1,1:1
Thursday,7:15 PM,Private 15-min,7:15 PM – 7:30 PM,1,1,0,1:1
Thursday,7:30 PM,Private 30-min,7:30 PM – 8:00 PM,1,1,0,1:1
Thursday,7:30 PM,Private 30-min,7:30 PM – 8:00 PM,1,1,0,1:1
Tuesday,8:30 AM,Private 15-min,8:30 AM – 8:45 AM,0,1,1,1:1
Tuesday,8:30 AM,Private 15-min,8:30 AM – 8:45 AM,0,1,1,1:1
Tuesday,8:45 AM,Private 15-min,8:45 AM – 9:00 AM,0,1,1,1:1
Tuesday,8:45 AM,Private 30-min,8:45 AM – 9:15 AM,0,1,1,1:1
Tuesday,9:00 AM,Private 30-min,9:00 AM – 9:30 AM,1,1,0,1:1
Tuesday,9:00 AM,Private 30-min,9:00 AM – 9:30 AM,0,1,1,1:1
Tuesday,9:15 AM,Private 15-min,9:15 AM – 9:30 AM,0,1,1,1:1
Tuesday,9:30 AM,Clownfish (Beginner),9:30 AM – 10:00 AM,2,3,1,3:1
Tuesday,9:30 AM,Private 15-min,9:30 AM – 9:45 AM,0,1,1,1:1
Tuesday,9:45 AM,Private 15-min,9:45 AM – 10:00 AM,0,1,1,1:1
Tuesday,10:00 AM,Clownfish (Beginner),10:00 AM – 10:30 AM,2,3,1,3:1
Tuesday,10:00 AM,Seahorse (Beginner),10:00 AM – 10:30 AM,1,3,2,3:1
Tuesday,10:00 AM,Private 15-min,10:00 AM – 10:15 AM,0,1,1,1:1
Tuesday,10:15 AM,Private 15-min,10:15 AM – 10:30 AM,0,1,1,1:1
Tuesday,10:30 AM,Manatee (Intermediate),10:30 AM – 11:00 AM,3,6,3,6:1
Tuesday,10:30 AM,Tiger (Intermediate),10:30 AM – 11:00 AM,4,4,0,4:1
Tuesday,10:30 AM,Private 30-min,10:30 AM – 11:00 AM,0,1,1,1:1
Tuesday,11:00 AM,Clownfish (Beginner),11:00 AM – 11:30 AM,0,3,3,3:1
Tuesday,11:00 AM,Starfish (Beginner),11:00 AM – 11:30 AM,3,6,3,6:1
Tuesday,11:30 AM,Private 30-min,11:30 AM – 12:00 PM,0,1,1,1:1
Tuesday,11:30 AM,Private 30-min,11:30 AM – 12:00 PM,1,1,0,1:1
Tuesday,3:00 PM,Private 15-min,3:00 PM – 3:15 PM,0,1,1,1:1
Tuesday,3:00 PM,Private 15-min,3:00 PM – 3:15 PM,1,1,0,1:1
Tuesday,3:15 PM,Private 15-min,3:15 PM – 3:30 PM,0,1,1,1:1
Tuesday,3:15 PM,Private 15-min,3:15 PM – 3:30 PM,1,1,0,1:1
Tuesday,3:15 PM,Private 15-min,3:15 PM – 3:30 PM,0,1,1,1:1
Tuesday,3:30 PM,Private 15-min,3:30 PM – 3:45 PM,0,1,1,1:1
Tuesday,3:30 PM,Private 15-min,3:30 PM – 3:45 PM,0,1,1,1:1
Tuesday,3:30 PM,Private 15-min,3:30 PM – 3:45 PM,0,1,1,1:1
Tuesday,3:30 PM,Private 30-min,3:30 PM – 4:00 PM,0,1,1,1:1
Tuesday,3:45 PM,Private 15-min,3:45 PM – 4:00 PM,1,1,0,1:1
Tuesday,3:45 PM,Private 15-min,3:45 PM – 4:00 PM,0,1,1,1:1
Tuesday,3:45 PM,Private 15-min,3:45 PM – 4:00 PM,0,1,1,1:1
Tuesday,3:45 PM,Private 15-min,3:45 PM – 4:00 PM,0,1,1,1:1
Tuesday,4:00 PM,Clownfish (Beginner),4:00 PM – 4:30 PM,0,3,3,3:1
Tuesday,4:00 PM,Tiger (Intermediate),4:00 PM – 4:30 PM,3,4,1,4:1
Tuesday,4:00 PM,Private 15-min,4:00 PM – 4:15 PM,0,1,1,1:1
Tuesday,4:00 PM,Private 30-min,4:00 PM – 4:30 PM,0,1,1,1:1
Tuesday,4:00 PM,Private 30-min,4:00 PM – 4:30 PM,0,1,1,1:1
Tuesday,4:00 PM,Private 30-min,4:00 PM – 4:30 PM,0,1,1,1:1
Tuesday,4:00 PM,Private 30-min,4:00 PM – 4:30 PM,0,1,1,1:1
Tuesday,4:15 PM,Private 15-min,4:15 PM – 4:30 PM,1,1,0,1:1
Tuesday,4:15 PM,Private 15-min,4:15 PM – 4:30 PM,0,1,1,1:1
Tuesday,4:30 PM,Clownfish (Beginner),4:30 PM – 5:00 PM,0,3,3,3:1
Tuesday,4:30 PM,Marlin (Intermediate),4:30 PM – 5:00 PM,0,4,4,4:1
Tuesday,4:30 PM,Stingray (Advanced),4:30 PM – 5:00 PM,0,4,4,4:1
Tuesday,4:30 PM,Tiger (Intermediate),4:30 PM – 5:00 PM,2,4,2,4:1
Tuesday,4:30 PM,Private 15-min,4:30 PM – 4:45 PM,0,1,1,1:1
Tuesday,4:30 PM,Private 15-min,4:30 PM – 4:45 PM,0,1,1,1:1
Tuesday,4:30 PM,Private 15-min,4:30 PM – 4:45 PM,0,1,1,1:1
Tuesday,4:30 PM,Private 30-min,4:30 PM – 5:00 PM,0,1,1,1:1
Tuesday,4:45 PM,Manatee (Intermediate),4:45 PM – 5:15 PM,2,6,4,6:1
Tuesday,4:45 PM,Manatee (Intermediate),4:45 PM – 5:15 PM,3,6,3,6:1
Tuesday,4:45 PM,Private 15-min,4:45 PM – 5:00 PM,1,1,0,1:1
Tuesday,4:45 PM,Private 15-min,4:45 PM – 5:00 PM,0,1,1,1:1
Tuesday,5:00 PM,Clownfish (Beginner),5:00 PM – 5:30 PM,1,3,2,3:1
Tuesday,5:00 PM,Starfish (Beginner),5:00 PM – 5:30 PM,3,6,3,6:1
Tuesday,5:00 PM,Private 15-min,5:00 PM – 5:15 PM,1,1,0,1:1
Tuesday,5:00 PM,Private 15-min,5:00 PM – 5:15 PM,0,1,1,1:1
Tuesday,5:00 PM,Private 15-min,5:00 PM – 5:15 PM,0,1,1,1:1
Tuesday,5:00 PM,Private 30-min,5:00 PM – 5:30 PM,0,1,1,1:1
Tuesday,5:00 PM,Private 30-min,5:00 PM – 5:30 PM,0,1,1,1:1
Tuesday,5:15 PM,Seahorse (Beginner),5:15 PM – 5:45 PM,2,3,1,3:1
Tuesday,5:15 PM,Private 15-min,5:15 PM – 5:30 PM,0,1,1,1:1
Tuesday,5:15 PM,Private 15-min,5:15 PM – 5:30 PM,0,1,1,1:1
Tuesday,5:15 PM,Private 15-min,5:15 PM – 5:30 PM,0,1,1,1:1
Tuesday,5:30 PM,Clownfish (Beginner),5:30 PM – 6:00 PM,0,3,3,3:1
Tuesday,5:30 PM,Seahorse (Beginner),5:30 PM – 6:00 PM,4,3,0,3:1
Tuesday,5:30 PM,Stingray (Advanced),5:30 PM – 6:00 PM,3,4,1,4:1
Tuesday,5:30 PM,Private 15-min,5:30 PM – 5:45 PM,0,1,1,1:1
Tuesday,5:30 PM,Private 15-min,5:30 PM – 5:45 PM,0,1,1,1:1
Tuesday,5:30 PM,Private 15-min,5:30 PM – 5:45 PM,0,1,1,1:1
Tuesday,5:30 PM,Private 30-min,5:30 PM – 6:00 PM,0,1,1,1:1
Tuesday,5:30 PM,Private 30-min,5:30 PM – 6:00 PM,0,1,1,1:1
Tuesday,5:45 PM,Private 15-min,5:45 PM – 6:00 PM,0,1,1,1:1
Tuesday,5:45 PM,Private 15-min,5:45 PM – 6:00 PM,0,1,1,1:1
Tuesday,5:45 PM,Private 15-min,5:45 PM – 6:00 PM,0,1,1,1:1
Tuesday,5:45 PM,Private 15-min,5:45 PM – 6:00 PM,0,1,1,1:1
Tuesday,6:00 PM,Clownfish (Beginner),6:00 PM – 6:30 PM,0,3,3,3:1
Tuesday,6:00 PM,Manatee (Intermediate),6:00 PM – 6:30 PM,3,6,3,6:1
Tuesday,6:00 PM,Manatee (Intermediate),6:00 PM – 6:30 PM,4,6,2,6:1
Tuesday,6:00 PM,Stingray (Advanced),6:00 PM – 6:30 PM,0,4,4,4:1
Tuesday,6:00 PM,Private 15-min,6:00 PM – 6:15 PM,1,1,0,1:1
Tuesday,6:00 PM,Private 30-min,6:00 PM – 6:30 PM,0,1,1,1:1
Tuesday,6:00 PM,Private 30-min,6:00 PM – 6:30 PM,0,1,1,1:1
Tuesday,6:00 PM,Private 30-min,6:00 PM – 6:30 PM,0,1,1,1:1
Tuesday,6:00 PM,Private 30-min,6:00 PM – 6:30 PM,0,1,1,1:1
Tuesday,6:15 PM,Private 15-min,6:15 PM – 6:30 PM,1,1,0,1:1
Tuesday,6:30 PM,Advanced Strokes (Competitive),6:30 PM – 7:00 PM,3,4,1,4:1
Tuesday,6:30 PM,Clownfish (Beginner),6:30 PM – 7:00 PM,0,3,3,3:1
Tuesday,6:30 PM,Flying Fish (Competitive),6:30 PM – 7:00 PM,2,4,2,4:1
Tuesday,6:30 PM,Swordfish (Advanced),6:30 PM – 7:00 PM,2,4,2,4:1
Tuesday,6:30 PM,Private 15-min,6:30 PM – 6:45 PM,0,1,1,1:1
Tuesday,6:30 PM,Private 30-min,6:30 PM – 7:00 PM,1,1,0,1:1
Tuesday,6:30 PM,Private 30-min,6:30 PM – 7:00 PM,0,1,1,1:1
Tuesday,6:30 PM,Private 30-min,6:30 PM – 7:00 PM,0,1,1,1:1
Tuesday,6:45 PM,Private 15-min,6:45 PM – 7:00 PM,0,1,1,1:1
Tuesday,7:00 PM,Private 15-min,7:00 PM – 7:15 PM,0,1,1,1:1
Tuesday,7:00 PM,Private 30-min,7:00 PM – 7:30 PM,1,1,0,1:1
Tuesday,7:00 PM,Private 30-min,7:00 PM – 7:30 PM,0,1,1,1:1
Tuesday,7:00 PM,Private 30-min,7:00 PM – 7:30 PM,0,1,1,1:1
Tuesday,7:00 PM,Private 30-min,7:00 PM – 7:30 PM,0,1,1,1:1
Tuesday,7:00 PM,Private 30-min,7:00 PM – 7:30 PM,0,1,1,1:1
Tuesday,7:00 PM,Private 30-min,7:00 PM – 7:30 PM,0,1,1,1:1
Tuesday,7:30 PM,Adult Private,7:30 PM – 8:00 PM,1,1,0,1:1
Tuesday,7:30 PM,Private 30-min,7:30 PM – 8:00 PM,1,1,0,1:1
Tuesday,7:30 PM,Private 30-min,7:30 PM – 8:00 PM,1,1,0,1:1
Wednesday,8:30 AM,Private 15-min,8:30 AM – 8:45 AM,1,1,0,1:1
Wednesday,8:45 AM,Private 15-min,8:45 AM – 9:00 AM,1,1,0,1:1
Wednesday,9:00 AM,Clownfish (Beginner),9:00 AM – 9:30 AM,3,3,0,3:1
Wednesday,9:30 AM,Private 15-min,9:30 AM – 9:45 AM,1,1,0,1:1
Wednesday,9:45 AM,Private 15-min,9:45 AM – 10:00 AM,1,1,0,1:1
Wednesday,10:00 AM,Private 30-min,10:00 AM – 10:30 AM,0,1,1,1:1
Wednesday,10:30 AM,Private 30-min,10:30 AM – 11:00 AM,0,1,1,1:1
Wednesday,11:00 AM,Adult Private,11:00 AM – 11:30 AM,1,1,0,1:1
Wednesday,11:00 AM,Private 30-min,11:00 AM – 11:30 AM,0,1,1,1:1
Wednesday,3:30 PM,Private 30-min,3:30 PM – 4:00 PM,0,1,1,1:1
Wednesday,3:30 PM,Private 30-min,3:30 PM – 4:00 PM,0,1,1,1:1
Wednesday,3:30 PM,Private 30-min,3:30 PM – 4:00 PM,0,1,1,1:1
Wednesday,3:30 PM,Private 30-min,3:30 PM – 4:00 PM,0,1,1,1:1
Wednesday,3:30 PM,Private 30-min,3:30 PM – 4:00 PM,0,1,1,1:1
Wednesday,3:45 PM,Private 15-min,3:45 PM – 4:00 PM,0,1,1,1:1
Wednesday,4:00 PM,Clownfish (Beginner),4:00 PM – 4:30 PM,1,3,2,3:1
Wednesday,4:00 PM,Tiger (Intermediate),4:00 PM – 4:30 PM,1,4,3,4:1
Wednesday,4:00 PM,Private 15-min,4:00 PM – 4:15 PM,0,1,1,1:1
Wednesday,4:00 PM,Private 15-min,4:00 PM – 4:15 PM,0,1,1,1:1
Wednesday,4:00 PM,Private 30-min,4:00 PM – 4:30 PM,0,1,1,1:1
Wednesday,4:15 PM,Private 15-min,4:15 PM – 4:30 PM,1,1,0,1:1
Wednesday,4:15 PM,Private 30-min,4:15 PM – 4:45 PM,0,1,1,1:1
Wednesday,4:30 PM,Clownfish (Beginner),4:30 PM – 5:00 PM,0,3,3,3:1
Wednesday,4:30 PM,Stingray (Advanced),4:30 PM – 5:00 PM,0,4,4,4:1
Wednesday,4:30 PM,Private 15-min,4:30 PM – 4:45 PM,0,1,1,1:1
Wednesday,4:30 PM,Private 15-min,4:30 PM – 4:45 PM,0,1,1,1:1
Wednesday,4:30 PM,Private 30-min,4:30 PM – 5:00 PM,0,1,1,1:1
Wednesday,4:30 PM,Private 30-min,4:30 PM – 5:00 PM,0,1,1,1:1
Wednesday,4:45 PM,Private 15-min,4:45 PM – 5:00 PM,0,1,1,1:1
Wednesday,4:45 PM,Private 15-min,4:45 PM – 5:00 PM,1,1,0,1:1
Wednesday,4:45 PM,Private 30-min,4:45 PM – 5:15 PM,0,1,1,1:1
Wednesday,5:00 PM,Clownfish (Beginner),5:00 PM – 5:30 PM,0,3,3,3:1
Wednesday,5:00 PM,Seahorse (Beginner),5:00 PM – 5:30 PM,2,3,1,3:1
Wednesday,5:00 PM,Swordfish (Advanced),5:00 PM – 5:30 PM,3,4,1,4:1
Wednesday,5:00 PM,Private 15-min,5:00 PM – 5:15 PM,0,1,1,1:1
Wednesday,5:00 PM,Private 15-min,5:00 PM – 5:15 PM,0,1,1,1:1
Wednesday,5:00 PM,Private 30-min,5:00 PM – 5:30 PM,0,1,1,1:1
Wednesday,5:15 PM,Starfish (Beginner),5:15 PM – 5:45 PM,0,6,0,6:1
Wednesday,5:15 PM,Private 15-min,5:15 PM – 5:30 PM,0,1,1,1:1
Wednesday,5:15 PM,Private 15-min,5:15 PM – 5:30 PM,0,1,1,1:1
Wednesday,5:15 PM,Private 15-min,5:15 PM – 5:30 PM,0,1,1,1:1
Wednesday,5:30 PM,Clownfish (Beginner),5:30 PM – 6:00 PM,2,3,1,3:1
Wednesday,5:30 PM,Clownfish (Beginner),5:30 PM – 6:00 PM,0,3,3,3:1
Wednesday,5:30 PM,Tiger (Intermediate),5:30 PM – 6:00 PM,3,4,1,4:1
Wednesday,5:30 PM,Private 15-min,5:30 PM – 5:45 PM,1,1,0,1:1
Wednesday,5:30 PM,Private 15-min,5:30 PM – 5:45 PM,0,1,1,1:1
Wednesday,5:30 PM,Private 30-min,5:30 PM – 6:00 PM,0,1,1,1:1
Wednesday,5:45 PM,Private 15-min,5:45 PM – 6:00 PM,0,1,1,1:1
Wednesday,5:45 PM,Private 15-min,5:45 PM – 6:00 PM,0,1,1,1:1
Wednesday,5:45 PM,Private 15-min,5:45 PM – 6:00 PM,0,1,1,1:1
Wednesday,6:00 PM,Clownfish (Beginner),6:00 PM – 6:30 PM,3,3,0,3:1
Wednesday,6:00 PM,Flying Fish (Competitive),6:00 PM – 6:30 PM,3,4,1,4:1
Wednesday,6:00 PM,Seahorse (Beginner),6:00 PM – 6:30 PM,3,3,0,3:1
Wednesday,6:00 PM,Swordfish (Advanced),6:00 PM – 6:30 PM,1,4,3,4:1
Wednesday,6:00 PM,Private 15-min,6:00 PM – 6:15 PM,0,1,1,1:1
Wednesday,6:00 PM,Private 15-min,6:00 PM – 6:15 PM,0,1,1,1:1
Wednesday,6:00 PM,Private 30-min,6:00 PM – 6:30 PM,0,1,1,1:1
Wednesday,6:00 PM,Private 30-min,6:00 PM – 6:30 PM,0,1,1,1:1
Wednesday,6:15 PM,Private 15-min,6:15 PM – 6:30 PM,0,1,1,1:1
Wednesday,6:15 PM,Private 15-min,6:15 PM – 6:30 PM,0,1,1,1:1
Wednesday,6:30 PM,Clownfish (Beginner),6:30 PM – 7:00 PM,1,3,2,3:1
Wednesday,6:30 PM,Manatee (Intermediate),6:30 PM – 7:00 PM,2,6,4,6:1
Wednesday,6:30 PM,Stingray (Advanced),6:30 PM – 7:00 PM,3,4,1,4:1
Wednesday,6:30 PM,Tiger (Intermediate),6:30 PM – 7:00 PM,2,4,2,4:1
Wednesday,6:30 PM,Private 30-min,6:30 PM – 7:00 PM,0,1,1,1:1
Wednesday,6:30 PM,Private 30-min,6:30 PM – 7:00 PM,0,1,1,1:1
Wednesday,6:30 PM,Private 30-min,6:30 PM – 7:00 PM,0,1,1,1:1
Wednesday,7:00 PM,Adult Private,7:00 PM – 7:30 PM,0,1,1,1:1
Wednesday,7:00 PM,Private 15-min,7:00 PM – 7:15 PM,0,1,1,1:1
Wednesday,7:00 PM,Private 30-min,7:00 PM – 7:30 PM,0,1,1,1:1
Wednesday,7:00 PM,Private 30-min,7:00 PM – 7:30 PM,0,1,1,1:1
Wednesday,7:00 PM,Private 30-min,7:00 PM – 7:30 PM,0,1,1,1:1
Wednesday,7:00 PM,Private 30-min,7:00 PM – 7:30 PM,0,1,1,1:1
Wednesday,7:00 PM,Private 30-min,7:00 PM – 7:30 PM,0,1,1,1:1
Wednesday,7:15 PM,Private 15-min,7:15 PM – 7:30 PM,0,1,1,1:1
Wednesday,7:30 PM,Adult Private,7:30 PM – 8:00 PM,0,1,1,1:1
